production_order_id,product_id,plant_id,planned_qty,actual_qty,start_date,end_date,defect_rate_pct,production_cost
PO000365,P00048,Plant_B,500,400,2023-11-14,2022-05-16,15,80000
PO000366,P00181,Plant_A,,1800,2024-10-16,2023-05-15,0.5,25000
PO000367,P00029,Plant_B,500,1800,2022-01-23,2023-07-13,0.5,80000
PO000368,P00291,,500,400,2023-08-30,2024-07-02,3.5,10000
PO000369,P00096,Plant_B,500,,2022-12-16,2022-11-06,0.5,80000
PO000370,P00200,Plant_B,100,1800,2022-07-11,2022-11-03,1.2,
PO000371,P00179,PLANT-A,100,50,2022-08-28,2022-06-18,3.5,80000
PO000372,P00181,PLANT-A,,50,2022-02-28,2023-07-16,3.5,
PO000373,P00103,Plant_A,,50,2023-10-22,2023-01-26,,-5000
PO000374,P00015,,2000,1800,2023-10-27,2022-08-21,0.5,-5000
PO000375,P00274,Plant_A,100,1800,2024-01-10,2023-05-22,1.2,-5000
PO000376,P00049,Plant_B,,50,2024-05-13,2024-12-31,1.2,-5000
PO000377,P00073,PLANT-A,2000,5000,2024-08-20,2024-07-29,3.5,-5000
PO000378,P00256,Plant_A,,1800,2023-05-22,2024-06-24,1.2,
PO000379,P00128,Plant_A,,1800,2023-10-02,2024-08-26,15,-5000
PO000380,P00080,PLANT-A,,5000,2022-12-18,2024-11-03,15,80000
PO000381,P00090,Plant_B,2000,400,2022-08-04,2024-05-01,15,10000
PO000382,P00028,PLANT-A,2000,,2022-12-08,2022-11-19,3.5,-5000
PO000383,P00244,,500,1800,2023-06-03,2023-01-02,15,-5000
PO000384,P00253,Plant_A,100,1800,2023-09-10,2022-08-25,0.5,10000
PO000385,P00258,Plant_A,,1800,2024-11-28,2022-11-02,3.5,80000
PO000386,P00061,PLANT-A,500,400,2023-02-14,2023-12-18,,80000
PO000387,P00034,PLANT-A,100,,2022-01-25,2023-10-07,3.5,10000
PO000388,P00045,Plant_B,,50,2022-09-25,2022-06-16,,25000
PO000389,P00262,Plant_A,500,50,2022-11-22,2022-02-14,15,-5000
PO000390,P00067,PLANT-A,100,5000,2023-11-29,2023-09-16,1.2,80000
PO000391,P00036,Plant_B,100,50,2024-02-05,2024-03-08,3.5,10000
PO000392,P00108,Plant_B,100,5000,2024-09-20,2023-02-04,15,10000
PO000393,P00101,Plant_B,2000,,2023-09-03,2022-01-04,,80000
PO000394,P00212,PLANT-A,,50,2023-01-27,2023-03-07,1.2,10000
PO000395,P00215,PLANT-A,,50,2023-02-23,2023-07-03,1.2,10000
PO000396,P00033,PLANT-A,500,400,2022-02-22,2023-07-17,15,25000
PO000397,P00129,PLANT-A,,50,2022-09-20,2022-04-13,3.5,80000
PO000398,P00070,Plant_A,100,50,2024-07-16,2022-03-13,15,25000
PO000399,P00175,PLANT-A,,5000,2023-01-13,2022-10-24,15,80000
PO000400,P00053,Plant_B,2000,400,2022-06-01,2024-06-20,15,80000
PO000401,P00069,PLANT-A,100,,2023-02-24,2024-07-30,1.2,25000
PO000402,P00051,Plant_A,100,5000,2024-06-29,2022-06-24,0.5,10000
PO000403,P00160,,2000,50,2024-05-21,2022-12-29,,80000
PO000404,P00060,PLANT-A,100,1800,2022-08-30,2023-10-31,3.5,10000
PO000405,P00185,Plant_B,500,1800,2022-12-19,2023-02-27,3.5,10000
PO000406,P00122,Plant_A,100,1800,2022-04-20,2022-09-24,15,-5000
PO000407,P00251,PLANT-A,100,400,2022-07-05,2024-09-04,15,80000
PO000408,P00254,PLANT-A,,400,2022-01-13,2022-05-25,15,80000
PO000409,P00254,Plant_B,2000,1800,2022-01-04,2023-09-20,3.5,
PO000410,P00266,PLANT-A,,1800,2022-05-13,2022-09-14,3.5,
PO000411,P00174,,,,2024-09-05,2022-11-24,15,80000
PO000412,P00196,,500,50,2022-07-05,2022-04-02,0.5,25000
PO000413,P00117,Plant_B,500,1800,2022-11-08,2023-09-17,0.5,10000
PO000414,P00021,Plant_B,2000,,2023-10-07,2023-04-26,,
PO000415,P00064,Plant_A,2000,,2023-10-01,2022-01-13,0.5,
PO000416,P00009,PLANT-A,500,1800,2024-05-20,2023-03-30,15,-5000
PO000417,P00180,,500,1800,2024-02-16,2023-03-18,15,10000
PO000418,P00196,Plant_B,500,1800,2023-05-22,2022-05-31,,
PO000419,P00050,Plant_A,,,2022-05-02,2023-06-16,1.2,
PO000420,P00181,Plant_A,2000,1800,2023-11-28,2022-03-26,3.5,25000
PO000421,P00133,Plant_B,100,400,2024-02-01,2023-04-29,15,
PO000422,P00149,Plant_A,2000,1800,2024-09-04,2023-08-27,,-5000
PO000423,P00129,Plant_B,500,5000,2023-08-28,2022-10-24,3.5,-5000
PO000424,P00040,PLANT-A,100,400,2024-11-28,2023-04-11,3.5,25000
PO000425,P00089,Plant_A,2000,50,2023-02-12,2022-01-08,1.2,25000
PO000426,P00237,Plant_B,500,,2022-11-04,2023-07-16,0.5,10000
PO000427,P00041,,2000,1800,2024-08-26,2024-05-17,,10000
PO000428,P00087,Plant_A,100,,2022-09-01,2024-11-05,1.2,-5000
PO000429,P00080,Plant_A,500,50,2023-10-08,2024-10-03,1.2,80000
PO000430,P00142,PLANT-A,500,,2023-07-09,2023-01-16,3.5,10000
PO000431,P00263,Plant_A,,50,2023-07-16,2023-12-09,0.5,
PO000432,P00296,Plant_A,2000,50,2022-06-18,2022-12-05,1.2,80000
PO000433,P00016,Plant_A,100,50,2022-11-25,2023-07-22,,
PO000434,P00019,PLANT-A,500,1800,2022-11-02,2022-01-10,3.5,25000
PO000435,P00039,,500,5000,2024-02-09,2022-06-30,0.5,10000
PO000436,P00167,PLANT-A,500,1800,2022-12-05,2022-10-02,3.5,-5000
PO000437,P00292,,,1800,2022-03-12,2023-05-17,0.5,-5000
PO000438,P00265,PLANT-A,100,5000,2024-06-24,2024-12-31,0.5,10000
PO000439,P00251,Plant_B,500,400,2023-11-14,2023-02-03,0.5,-5000
PO000440,P00088,PLANT-A,,,2024-12-28,2024-03-14,0.5,25000
PO000441,P00143,PLANT-A,500,,2024-05-02,2023-11-10,0.5,10000
PO000442,P00156,Plant_A,500,1800,2024-06-03,2024-11-19,1.2,-5000
PO000443,P00286,Plant_B,,5000,2024-08-26,2022-04-21,,-5000
PO000444,P00082,,,50,2024-07-16,2022-06-03,,-5000
PO000445,P00139,PLANT-A,500,400,2024-09-09,2022-02-16,1.2,-5000
PO000446,P00117,PLANT-A,100,400,2022-12-19,2024-05-04,,80000
PO000447,P00282,PLANT-A,2000,5000,2023-06-20,2022-07-02,1.2,25000
PO000448,P00089,PLANT-A,2000,5000,2024-09-30,2022-08-22,3.5,10000
PO000449,P00257,Plant_A,500,1800,2023-01-11,2023-01-22,,80000
PO000450,P00163,Plant_A,500,400,2022-12-19,2025-01-13,0.5,10000
PO000451,P00293,,2000,400,2022-12-29,2023-03-11,15,25000
PO000452,P00099,PLANT-A,500,50,2022-01-12,2023-10-05,3.5,25000
PO000453,P00210,Plant_B,500,5000,2023-06-23,2024-07-20,3.5,-5000
PO000454,P00218,PLANT-A,2000,5000,2024-11-01,2023-05-22,0.5,25000
PO000455,P00021,Plant_B,500,,2023-11-30,2024-01-13,1.2,-5000
PO000456,P00010,Plant_A,100,5000,2024-10-17,2022-06-13,0.5,-5000
PO000457,P00180,,,50,2024-04-20,2022-12-31,1.2,10000
PO000458,P00021,Plant_B,500,400,2022-11-16,2024-09-28,,80000
PO000459,P00012,PLANT-A,100,,2023-05-29,2023-01-31,3.5,-5000
PO000460,P00206,PLANT-A,100,50,2024-07-13,2022-11-19,,-5000
PO000461,P00203,Plant_B,,5000,2023-08-03,2024-08-05,0.5,80000
PO000462,P00175,Plant_B,,400,2024-06-06,2025-01-23,1.2,80000
PO000463,P00116,,500,,2022-07-16,2023-02-21,,
PO000464,P00234,Plant_B,2000,,2024-05-06,2022-04-11,3.5,-5000
PO000465,P00075,Plant_B,,400,2023-09-20,2023-06-13,,10000
PO000466,P00193,Plant_A,500,50,2024-11-01,2022-07-05,,
PO000467,P00004,Plant_A,100,50,2023-08-09,2022-08-02,1.2,80000
PO000468,P00191,Plant_B,500,1800,2023-05-21,2022-05-24,,10000
PO000469,P00131,Plant_B,2000,50,2022-01-03,2022-07-21,3.5,80000
PO000470,P00009,Plant_A,100,50,2022-10-06,2022-03-27,3.5,25000
PO000471,P00098,,500,50,2023-04-09,2022-10-11,1.2,10000
PO000472,P00197,Plant_B,2000,5000,2022-05-20,2022-10-10,1.2,25000
PO000473,P00001,Plant_A,,,2022-03-03,2022-10-21,1.2,10000
PO000474,P00128,,100,,2022-11-02,2022-10-29,0.5,-5000
PO000475,P00058,,500,1800,2024-05-03,2024-10-08,1.2,10000
PO000476,P00040,,2000,5000,2023-10-04,2023-11-08,15,
PO000477,P00208,,100,,2023-03-05,2024-02-26,0.5,25000
PO000478,P00277,Plant_B,2000,50,2024-06-13,2023-12-26,3.5,25000
PO000479,P00079,Plant_B,,1800,2022-09-06,2023-07-04,3.5,
PO000480,P00122,Plant_B,500,50,2024-08-02,2022-02-17,1.2,80000
PO000481,P00131,,500,1800,2024-05-28,2022-08-30,0.5,80000
PO000482,P00044,Plant_A,,1800,2022-08-25,2022-06-30,3.5,-5000
PO000483,P00286,,,1800,2023-09-25,2022-11-17,0.5,-5000
PO000484,P00063,Plant_B,100,1800,2023-06-04,2023-05-25,0.5,25000
PO000485,P00195,,,,2023-06-23,2023-08-30,3.5,10000
PO000486,P00156,PLANT-A,500,400,2024-04-13,2024-07-03,15,-5000
PO000487,P00025,,100,,2022-08-12,2022-04-07,15,-5000
PO000488,P00075,Plant_A,500,5000,2022-08-06,2024-12-23,,25000
PO000489,P00289,Plant_B,100,400,2024-01-06,2023-12-13,0.5,25000
PO000490,P00258,,100,400,2024-02-13,2023-06-21,,10000
PO000491,P00039,PLANT-A,2000,50,2023-05-06,2024-05-24,15,
PO000492,P00011,Plant_A,500,5000,2023-07-05,2023-04-28,,
PO000493,P00188,,100,5000,2024-12-04,2023-10-21,15,10000
PO000494,P00244,,,,2023-09-17,2024-08-06,3.5,80000
PO000495,P00037,PLANT-A,,1800,2023-01-04,2022-08-02,1.2,10000
PO000496,P00107,PLANT-A,,1800,2024-09-12,2022-12-28,1.2,80000
PO000497,P00184,,100,5000,2022-10-15,2023-04-26,15,
PO000498,P00196,Plant_B,500,,2022-12-28,2022-02-24,15,25000
PO000499,P00260,Plant_B,2000,50,2022-08-06,2022-03-22,15,-5000
PO000500,P00263,,100,400,2023-10-27,2023-10-26,3.5,80000
PO000501,P00296,Plant_B,2000,50,2023-06-16,2022-12-03,,80000
PO000502,P00290,Plant_B,500,400,2023-02-06,2022-06-02,1.2,-5000
PO000503,P00212,Plant_B,2000,400,2024-05-29,2023-04-09,0.5,80000
PO000504,P00016,PLANT-A,,50,2023-03-01,2022-12-14,15,
PO000505,P00014,Plant_A,100,50,2022-03-07,2024-06-17,0.5,
PO000506,P00015,PLANT-A,2000,50,2023-01-19,2024-03-31,3.5,10000
PO000507,P00058,PLANT-A,,1800,2022-03-19,2022-04-08,3.5,-5000
PO000508,P00174,Plant_A,,5000,2022-12-27,2023-08-04,3.5,80000
PO000509,P00105,,2000,5000,2023-01-16,2022-09-18,0.5,
PO000510,P00126,,100,1800,2023-12-08,2024-08-19,1.2,80000
PO000511,P00286,Plant_A,2000,1800,2022-03-15,2022-01-31,3.5,10000
PO000512,P00068,PLANT-A,,1800,2023-08-20,2022-07-09,15,
PO000513,P00288,Plant_B,2000,400,2023-11-01,2024-07-02,3.5,-5000
PO000514,P00268,PLANT-A,500,1800,2022-08-28,2024-06-19,,25000
PO000515,P00129,PLANT-A,100,,2024-01-29,2023-06-02,0.5,80000
PO000516,P00261,Plant_A,,,2024-06-24,2022-02-06,0.5,-5000
PO000517,P00276,PLANT-A,500,50,2022-04-17,2024-07-31,,-5000
PO000518,P00017,Plant_A,500,50,2024-09-02,2024-03-03,,
PO000519,P00104,Plant_A,,5000,2023-03-05,2023-05-20,1.2,80000
PO000520,P00094,Plant_B,2000,400,2024-09-13,2023-09-25,15,
PO000521,P00175,Plant_A,100,400,2022-09-06,2023-12-27,15,
PO000522,P00260,Plant_B,,1800,2024-10-20,2022-11-09,3.5,25000
PO000523,P00122,Plant_A,2000,5000,2022-09-08,2022-12-29,15,80000
PO000524,P00146,Plant_B,100,50,2023-08-07,2022-03-20,,25000
PO000525,P00280,Plant_A,,1800,2022-08-12,2024-03-06,3.5,10000
PO000526,P00200,PLANT-A,2000,5000,2022-01-09,2024-10-10,3.5,-5000
PO000527,P00085,,500,50,2023-01-15,2023-04-22,1.2,
PO000528,P00255,Plant_B,,50,2022-09-13,2022-03-17,15,25000
PO000529,P00143,Plant_A,100,400,2022-09-20,2023-09-08,3.5,25000
PO000530,P00274,Plant_A,2000,50,2024-12-24,2022-12-08,15,-5000
PO000531,P00130,PLANT-A,500,50,2023-08-07,2022-06-17,0.5,80000
PO000532,P00063,PLANT-A,2000,50,2024-04-18,2023-09-01,0.5,80000
PO000533,P00163,Plant_A,,,2022-08-08,2023-12-23,1.2,
PO000534,P00263,PLANT-A,500,,2024-11-16,2022-02-25,0.5,80000
PO000535,P00050,Plant_B,500,1800,2022-12-12,2023-09-29,15,
PO000536,P00041,Plant_B,100,,2022-11-07,2024-11-07,1.2,-5000
PO000537,P00051,Plant_B,,50,2024-03-13,2024-10-10,15,10000
PO000538,P00124,,2000,,2023-10-04,2024-03-31,0.5,25000
PO000539,P00169,PLANT-A,100,400,2023-12-17,2024-05-28,0.5,10000
PO000540,P00152,Plant_B,2000,5000,2024-09-14,2023-11-13,1.2,
PO000541,P00174,PLANT-A,2000,5000,2022-07-22,2022-01-21,0.5,10000
PO000542,P00040,Plant_B,,5000,2023-10-20,2022-08-02,3.5,25000
PO000543,P00111,PLANT-A,2000,400,2023-05-19,2024-06-23,1.2,-5000
PO000544,P00126,PLANT-A,2000,400,2023-02-12,2024-01-14,0.5,25000
PO000545,P00121,,2000,400,2024-11-24,2024-09-19,1.2,80000
PO000546,P00174,PLANT-A,2000,,2024-03-01,2024-06-07,3.5,-5000
PO000547,P00196,,,5000,2022-07-23,2022-10-17,15,25000
PO000548,P00175,,100,,2024-03-12,2022-11-26,0.5,-5000
PO000549,P00180,Plant_B,500,,2022-07-20,2022-07-05,0.5,80000
PO000550,P00300,Plant_B,500,50,2022-10-16,2024-05-20,0.5,25000
PO000551,P00226,Plant_B,100,,2024-11-21,2022-06-14,,
PO000552,P00219,Plant_A,2000,,2022-12-04,2022-10-10,,25000
PO000553,P00206,Plant_A,100,5000,2023-08-28,2023-05-27,3.5,
PO000554,P00154,Plant_B,2000,,2022-02-25,2023-04-04,,-5000
PO000555,P00034,PLANT-A,100,1800,2024-04-22,2024-09-01,0.5,25000
PO000556,P00236,Plant_B,2000,400,2023-05-21,2024-02-15,1.2,
PO000557,P00165,Plant_A,100,,2024-10-09,2023-10-10,,80000
PO000558,P00259,Plant_B,100,400,2024-12-29,2023-11-29,3.5,
PO000559,P00248,Plant_B,100,50,2022-04-16,2022-04-29,3.5,25000
PO000560,P00237,Plant_B,,1800,2022-09-02,2022-01-27,3.5,80000
PO000561,P00067,Plant_B,,5000,2024-01-09,2024-02-06,3.5,80000
PO000562,P00091,Plant_B,2000,400,2022-08-11,2023-08-29,1.2,80000
PO000563,P00010,Plant_B,,400,2022-12-05,2023-09-10,1.2,
PO000564,P00113,Plant_A,100,5000,2022-10-01,2023-01-27,3.5,-5000
PO000565,P00131,,2000,1800,2022-09-14,2023-04-06,1.2,10000
PO000566,P00039,PLANT-A,,400,2023-05-02,2024-03-05,15,
PO000567,P00238,Plant_B,2000,5000,2022-02-08,2024-07-03,,10000
PO000568,P00180,,,1800,2024-12-22,2022-07-22,,-5000
PO000569,P00273,PLANT-A,500,5000,2024-06-04,2022-06-23,0.5,10000
PO000570,P00125,,,50,2023-05-05,2024-03-02,1.2,10000
PO000571,P00220,PLANT-A,100,,2024-04-12,2022-06-25,1.2,
PO000572,P00128,,500,50,2023-11-01,2022-12-11,3.5,-5000
PO000573,P00025,,100,1800,2023-05-08,2023-12-14,15,25000
PO000574,P00282,,,400,2023-11-03,2024-04-20,,
PO000575,P00218,Plant_B,2000,5000,2024-05-04,2023-03-14,3.5,-5000
PO000576,P00007,Plant_A,100,400,2024-08-31,2023-11-27,0.5,25000
PO000577,P00079,Plant_B,500,50,2023-08-04,2024-02-23,0.5,80000
PO000578,P00223,PLANT-A,2000,5000,2024-08-07,2023-03-03,0.5,10000
PO000579,P00193,,100,400,2024-12-01,2022-02-08,3.5,10000
PO000580,P00064,Plant_B,,1800,2024-07-23,2022-04-30,0.5,-5000
PO000581,P00165,,2000,400,2022-01-27,2022-02-27,,
PO000582,P00148,Plant_A,100,5000,2022-05-20,2023-04-29,1.2,
PO000583,P00174,Plant_A,500,50,2023-07-18,2022-08-09,1.2,10000
PO000584,P00126,,100,50,2023-09-03,2023-04-07,,25000
PO000585,P00084,Plant_B,100,1800,2023-03-02,2022-06-10,15,-5000
PO000586,P00185,,,50,2022-10-27,2024-09-14,1.2,80000
PO000587,P00229,Plant_B,,1800,2023-05-23,2023-11-10,1.2,-5000
PO000588,P00236,PLANT-A,2000,50,2023-03-21,2023-05-12,15,80000
PO000589,P00198,PLANT-A,100,5000,2024-07-27,2024-02-18,0.5,25000
PO000590,P00167,PLANT-A,500,400,2024-08-25,2023-04-03,0.5,
PO000591,P00277,PLANT-A,500,400,2022-02-20,2023-03-21,1.2,25000
PO000592,P00279,,100,50,2022-09-16,2023-05-30,3.5,
PO000593,P00044,Plant_B,500,,2023-11-07,2023-12-22,3.5,80000
PO000594,P00175,Plant_B,2000,50,2023-10-26,2022-04-25,1.2,
PO000595,P00119,Plant_B,2000,,2024-01-16,2022-06-12,,10000
PO000596,P00141,Plant_B,2000,5000,2023-01-07,2024-12-02,0.5,-5000
PO000597,P00163,PLANT-A,100,50,2024-10-22,2025-01-31,0.5,80000
PO000598,P00177,Plant_A,,1800,2022-02-21,2024-02-03,3.5,25000
PO000599,P00104,,100,400,2024-07-18,2022-04-26,15,25000
PO000600,P00038,PLANT-A,2000,1800,2023-07-25,2024-08-13,0.5,-5000
PO000601,P00166,PLANT-A,500,5000,2024-02-04,2024-02-07,0.5,-5000
PO000602,P00086,,100,1800,2024-09-10,2024-06-11,15,-5000
PO000603,P00103,Plant_B,500,50,2022-05-16,2022-06-15,,-5000
PO000604,P00151,Plant_B,500,5000,2023-07-03,2022-03-19,15,-5000
PO000605,P00105,,,5000,2022-11-25,2024-06-12,,-5000
PO000606,P00184,PLANT-A,2000,400,2022-10-28,2023-07-19,,25000
PO000607,P00114,,500,5000,2022-06-08,2024-03-01,1.2,25000
PO000608,P00267,PLANT-A,500,,2022-11-03,2024-12-14,3.5,10000
PO000609,P00226,Plant_A,2000,,2023-02-28,2022-11-19,,-5000
PO000610,P00076,PLANT-A,500,400,2023-09-21,2024-04-29,3.5,
PO000611,P00042,PLANT-A,,5000,2023-12-30,2024-02-11,15,
PO000612,P00178,PLANT-A,500,,2024-09-03,2024-04-20,1.2,25000
PO000613,P00189,Plant_A,,50,2023-04-16,2022-03-27,0.5,80000
PO000614,P00040,Plant_B,2000,5000,2022-02-21,2023-03-28,1.2,10000
PO000615,P00252,Plant_B,100,50,2024-01-09,2023-06-27,0.5,
PO000616,P00128,Plant_B,500,1800,2024-01-31,2023-05-30,3.5,25000
PO000617,P00263,,,1800,2023-12-25,2024-09-13,3.5,-5000
PO000618,P00294,Plant_A,,1800,2024-05-11,2024-09-09,3.5,-5000
PO000619,P00176,PLANT-A,,1800,2023-02-27,2022-11-02,3.5,25000
PO000620,P00045,Plant_A,,1800,2023-03-24,2022-05-13,0.5,-5000
PO000621,P00293,Plant_A,2000,1800,2022-01-03,2022-01-28,,10000
PO000622,P00195,PLANT-A,2000,50,2022-08-06,2023-04-08,15,
PO000623,P00104,PLANT-A,100,,2022-09-08,2024-01-19,0.5,25000
PO000624,P00244,PLANT-A,500,,2024-05-06,2023-08-16,3.5,-5000
PO000625,P00229,PLANT-A,,50,2024-11-01,2023-11-28,1.2,
PO000626,P00063,,,5000,2023-01-13,2022-12-21,3.5,25000
PO000627,P00046,Plant_B,,50,2023-12-03,2023-12-28,3.5,
PO000628,P00147,Plant_A,100,50,2023-02-02,2022-12-03,15,
PO000629,P00269,,500,1800,2022-01-28,2023-05-17,,10000
PO000630,P00069,Plant_B,,400,2022-05-26,2025-01-29,3.5,25000
PO000631,P00270,PLANT-A,,5000,2024-04-19,2022-01-17,0.5,
PO000632,P00124,PLANT-A,2000,1800,2024-04-06,2024-03-16,0.5,
PO000633,P00120,PLANT-A,100,,2022-12-04,2023-07-20,,
PO000634,P00132,Plant_B,500,400,2022-04-06,2023-07-04,1.2,80000
PO000635,P00166,Plant_A,100,1800,2024-01-26,2023-05-17,15,-5000
PO000636,P00282,Plant_A,500,,2022-09-19,2022-03-21,,-5000
PO000637,P00059,Plant_A,,,2024-05-20,2022-05-01,1.2,
PO000638,P00035,PLANT-A,,5000,2024-03-26,2023-11-14,,25000
PO000639,P00130,Plant_A,2000,50,2022-02-19,2024-12-19,15,-5000
PO000640,P00060,,2000,1800,2022-08-24,2022-12-18,0.5,
PO000641,P00097,PLANT-A,500,1800,2022-09-09,2022-02-15,0.5,25000
PO000642,P00128,Plant_A,100,5000,2024-07-21,2023-09-21,15,25000
PO000643,P00183,Plant_B,2000,,2024-04-09,2023-09-18,15,-5000
PO000644,P00097,Plant_A,100,1800,2023-04-07,2022-05-13,1.2,10000
PO000645,P00203,PLANT-A,2000,400,2023-10-09,2022-04-07,3.5,25000
PO000646,P00165,PLANT-A,2000,,2024-08-09,2024-11-12,3.5,
PO000647,P00203,,2000,,2022-05-04,2022-03-29,15,10000
PO000648,P00138,Plant_B,500,,2024-07-19,2022-03-04,0.5,
PO000649,P00097,PLANT-A,500,400,2024-08-28,2023-06-07,,80000
PO000650,P00232,Plant_B,100,50,2022-06-24,2023-11-07,15,10000
PO000651,P00141,,,,2024-10-21,2023-10-27,0.5,10000
PO000652,P00066,Plant_B,,50,2022-05-12,2022-09-15,3.5,10000
PO000653,P00063,Plant_B,,1800,2024-10-26,2022-09-25,15,80000
PO000654,P00123,PLANT-A,500,1800,2022-07-10,2022-10-16,,25000
PO000655,P00176,,500,,2022-06-26,2022-03-18,1.2,-5000
PO000656,P00153,,,400,2024-03-16,2023-12-24,,80000
PO000657,P00080,Plant_B,100,5000,2023-04-16,2024-04-30,,80000
PO000658,P00297,Plant_B,500,,2022-01-25,2024-06-27,3.5,-5000
PO000659,P00193,PLANT-A,100,50,2023-03-16,2024-04-29,15,80000
PO000660,P00290,Plant_B,500,,2022-12-29,2024-09-18,3.5,25000
PO000661,P00224,,100,1800,2024-11-29,2022-01-09,1.2,80000
PO000662,P00079,Plant_A,500,50,2022-08-31,2024-04-10,3.5,80000
PO000663,P00250,PLANT-A,500,1800,2022-07-24,2023-12-05,,10000
PO000664,P00219,PLANT-A,100,400,2022-07-16,2022-06-18,0.5,25000
PO000665,P00291,PLANT-A,2000,400,2024-02-02,2023-03-26,3.5,10000
PO000666,P00110,Plant_A,100,,2024-11-14,2022-04-15,0.5,-5000
PO000667,P00212,,100,50,2022-09-28,2023-03-03,3.5,25000
PO000668,P00168,PLANT-A,,50,2024-06-14,2022-10-01,3.5,10000
PO000669,P00287,,2000,1800,2024-04-18,2022-11-10,15,25000
PO000670,P00068,Plant_B,2000,50,2022-10-04,2024-09-11,1.2,80000
PO000671,P00179,PLANT-A,500,400,2024-12-02,2022-06-24,,-5000
PO000672,P00288,,2000,,2023-07-25,2022-05-22,1.2,
PO000673,P00006,Plant_A,100,1800,2024-10-05,2022-02-08,,80000
PO000674,P00164,Plant_A,2000,,2024-03-23,2024-08-24,3.5,10000
PO000675,P00255,Plant_A,2000,400,2023-12-16,2022-02-07,3.5,25000
PO000676,P00198,PLANT-A,500,400,2023-04-02,2024-12-30,0.5,-5000
PO000677,P00217,Plant_A,100,50,2024-12-07,2023-04-25,,10000
PO000678,P00113,Plant_B,100,1800,2023-06-10,2023-12-16,15,-5000
PO000679,P00174,,2000,5000,2023-03-13,2024-05-02,,80000
PO000680,P00152,Plant_A,,1800,2024-06-04,2023-10-17,0.5,80000
PO000681,P00117,Plant_A,2000,400,2023-10-02,2023-10-25,3.5,10000
PO000682,P00018,,2000,400,2022-05-03,2023-06-15,1.2,10000
PO000683,P00263,PLANT-A,500,5000,2023-05-26,2024-03-18,,25000
PO000684,P00175,,,1800,2024-07-12,2022-03-07,15,-5000
PO000685,P00295,,2000,50,2023-03-10,2024-11-17,0.5,25000
PO000686,P00047,,2000,1800,2022-11-08,2022-11-17,,10000
PO000687,P00031,,100,5000,2023-09-29,2022-06-22,15,25000
PO000688,P00217,Plant_A,100,,2024-08-19,2024-07-07,,25000
PO000689,P00077,Plant_B,2000,1800,2022-08-28,2023-11-19,3.5,80000
PO000690,P00065,Plant_B,2000,,2022-01-06,2024-04-11,3.5,10000
PO000691,P00293,PLANT-A,500,1800,2023-06-03,2024-01-25,3.5,10000
PO000692,P00116,,2000,1800,2023-07-02,2023-06-16,,
PO000693,P00073,Plant_B,2000,1800,2024-01-31,2022-10-06,1.2,10000
PO000694,P00164,Plant_A,,400,2024-04-02,2023-10-08,3.5,
PO000695,P00054,Plant_B,2000,,2023-05-19,2024-08-31,1.2,80000
PO000696,P00140,Plant_B,,50,2024-12-24,2024-10-03,3.5,25000
PO000697,P00079,PLANT-A,2000,50,2023-11-26,2022-01-17,15,10000
PO000698,P00121,Plant_A,,1800,2022-09-16,2022-10-18,1.2,80000
PO000699,P00061,PLANT-A,500,5000,2023-06-04,2023-10-30,3.5,80000
PO000700,P00197,Plant_B,500,50,2024-05-31,2023-05-09,1.2,
PO000701,P00158,PLANT-A,100,50,2023-08-31,2023-05-13,,
PO000702,P00289,Plant_A,,,2024-08-18,2024-04-24,3.5,-5000
PO000703,P00145,Plant_A,100,,2023-12-07,2024-03-15,0.5,-5000
PO000704,P00081,Plant_B,,5000,2023-03-19,2022-06-28,3.5,
PO000705,P00187,Plant_B,2000,,2022-04-14,2024-07-28,3.5,25000
PO000706,P00110,,2000,,2023-05-30,2024-08-31,1.2,-5000
PO000707,P00296,,2000,50,2024-06-30,2023-08-06,3.5,
PO000708,P00257,,,400,2022-12-30,2023-10-16,0.5,25000
PO000709,P00139,Plant_B,500,400,2022-04-16,2024-10-08,1.2,
PO000710,P00133,Plant_A,500,50,2023-09-25,2024-06-29,0.5,10000
PO000711,P00238,,2000,,2023-07-04,2024-08-17,,80000
PO000712,P00043,Plant_B,500,1800,2023-10-27,2023-07-30,,
PO000713,P00048,PLANT-A,2000,50,2023-03-30,2023-05-25,15,25000
PO000714,P00060,PLANT-A,500,,2022-03-12,2022-11-12,3.5,
PO000715,P00022,Plant_A,100,50,2024-09-06,2022-08-08,1.2,10000
PO000716,P00254,PLANT-A,2000,5000,2024-12-19,2022-05-15,,80000
PO000717,P00058,,500,50,2023-05-29,2024-01-27,0.5,25000
PO000718,P00080,Plant_B,,50,2024-09-26,2023-06-27,,10000
PO000719,P00132,PLANT-A,500,400,2022-09-16,2024-04-15,15,25000
PO000720,P00235,,100,,2022-05-31,2025-01-07,1.2,25000
PO000721,P00110,Plant_A,2000,50,2022-03-20,2022-05-31,0.5,-5000
PO000722,P00183,,,1800,2023-05-26,2022-08-28,15,-5000
PO000723,P00207,Plant_B,500,400,2024-04-30,2023-08-30,,
PO000724,P00287,,100,5000,2023-10-07,2025-01-31,3.5,-5000
PO000725,P00145,Plant_B,,5000,2024-03-18,2024-10-21,15,
PO000726,P00268,Plant_B,2000,1800,2023-12-03,2022-05-29,,10000
PO000727,P00018,Plant_A,100,400,2023-07-15,2022-08-09,0.5,25000
