shipment_id,source_warehouse,destination_region,carrier,dispatch_date,expected_delivery_days,actual_delivery_days,delay_flag,logistics_cost
SHIP0000413,WH01,,,2022-10-29,5,,,-100
SHIP0000414,wh-02,,BlueDart,2024-12-30,2,25,1,15000
SHIP0000415,WH01,SOUTH,Delhivery,2024-11-28,2,3,1,
SHIP0000416,WH02,,DHL,2024-10-01,5,1,,-100
SHIP0000417,wh-02,North,DHL,2023-06-09,2,10,1,-100
SHIP0000418,WH01,,DHL,2023-03-13,2,25,,
SHIP0000419,,North,Delhivery,2022-12-25,5,3,0,2000
SHIP0000420,wh-02,,FedEx,2024-08-18,,3,,-100
SHIP0000421,,SOUTH,FedEx,2024-03-12,2,1,,
SHIP0000422,WH01,SOUTH,Delhivery,2024-03-12,2,3,0,500
SHIP0000423,,SOUTH,BlueDart,2023-08-18,2,,,500
SHIP0000424,WH01,North,DHL,2023-08-02,7,10,0,500
SHIP0000425,WH02,North,DHL,2023-02-18,,,1,
SHIP0000426,WH02,SOUTH,DHL,2024-05-23,,3,1,15000
SHIP0000427,WH02,North,Delhivery,2024-04-16,,,0,-100
SHIP0000428,,,,2023-06-23,,10,,15000
SHIP0000429,WH02,North,FedEx,2023-09-24,5,25,0,2000
SHIP0000430,wh-02,,FedEx,2023-04-01,7,25,,15000
SHIP0000431,,north ,FedEx,2023-09-28,2,,1,2000
SHIP0000432,wh-02,SOUTH,BlueDart,2022-09-03,,25,0,15000
SHIP0000433,WH01,SOUTH,FedEx,2023-01-23,7,25,,500
SHIP0000434,WH01,SOUTH,FedEx,2024-12-21,5,25,,500
SHIP0000435,wh-02,SOUTH,Delhivery,2023-09-16,,,,-100
SHIP0000436,,SOUTH,Delhivery,2023-05-06,,25,0,500
SHIP0000437,,SOUTH,,2024-08-04,2,1,0,-100
SHIP0000438,wh-02,,DHL,2024-10-18,7,10,0,2000
SHIP0000439,WH01,,BlueDart,2024-02-06,5,1,,500
SHIP0000440,,,BlueDart,2024-09-27,5,3,,500
SHIP0000441,WH02,,,2024-09-30,7,25,0,2000
SHIP0000442,WH01,SOUTH,BlueDart,2022-06-23,2,3,,15000
SHIP0000443,WH02,North,FedEx,2024-05-26,2,10,1,
SHIP0000444,WH01,SOUTH,BlueDart,2024-06-29,2,1,,500
SHIP0000445,WH01,SOUTH,Delhivery,2024-10-03,,25,1,2000
SHIP0000446,WH01,,DHL,2022-09-29,,10,0,-100
SHIP0000447,WH01,,FedEx,2023-07-19,7,1,,2000
SHIP0000448,WH02,north ,Delhivery,2023-01-13,,10,,2000
SHIP0000449,wh-02,,FedEx,2023-05-14,2,,0,
SHIP0000450,wh-02,,DHL,2023-06-02,,25,,500
SHIP0000451,WH01,North,FedEx,2022-03-03,,,0,
SHIP0000452,wh-02,SOUTH,BlueDart,2023-11-27,2,25,0,500
SHIP0000453,WH01,North,FedEx,2024-02-11,7,10,0,-100
SHIP0000454,WH01,SOUTH,FedEx,2024-09-25,,3,0,2000
SHIP0000455,wh-02,,DHL,2022-08-21,2,25,,15000
SHIP0000456,WH01,,Delhivery,2022-06-10,2,1,,
SHIP0000457,,SOUTH,Delhivery,2024-12-29,2,10,1,2000
SHIP0000458,WH01,North,Delhivery,2023-10-10,2,10,0,15000
SHIP0000459,wh-02,North,BlueDart,2022-06-17,7,1,1,2000
SHIP0000460,WH02,north ,Delhivery,2023-01-22,7,10,,15000
SHIP0000461,,north ,BlueDart,2024-02-19,2,,0,500
SHIP0000462,WH02,SOUTH,FedEx,2024-02-04,,10,,500
SHIP0000463,WH01,SOUTH,,2023-08-10,5,10,0,500
SHIP0000464,WH02,,DHL,2023-09-13,7,,,15000
SHIP0000465,wh-02,SOUTH,DHL,2022-04-25,,,,500
SHIP0000466,,SOUTH,FedEx,2024-09-27,,10,1,15000
SHIP0000467,wh-02,north ,BlueDart,2023-09-07,7,25,0,
SHIP0000468,,north ,Delhivery,2023-05-29,2,3,1,500
SHIP0000469,WH01,SOUTH,Delhivery,2024-11-17,7,25,0,
SHIP0000470,WH02,,BlueDart,2024-09-10,2,10,,500
SHIP0000471,wh-02,north ,,2023-07-26,,25,1,15000
SHIP0000472,wh-02,,Delhivery,2023-11-16,,25,1,15000
SHIP0000473,,North,FedEx,2024-05-14,,3,,500
SHIP0000474,,North,BlueDart,2023-02-09,2,10,0,
SHIP0000475,WH01,,Delhivery,2024-09-29,2,,0,2000
SHIP0000476,,,FedEx,2022-09-04,2,25,1,
SHIP0000477,WH01,north ,FedEx,2023-02-27,7,10,,-100
SHIP0000478,wh-02,,Delhivery,2024-07-13,5,25,0,500
SHIP0000479,WH01,north ,BlueDart,2022-02-24,5,,,500
SHIP0000480,,North,BlueDart,2024-12-31,,10,,15000
SHIP0000481,wh-02,North,BlueDart,2023-03-04,2,,0,500
SHIP0000482,wh-02,north ,Delhivery,2023-03-10,,10,1,15000
SHIP0000483,WH02,,,2024-09-03,5,1,,-100
SHIP0000484,WH02,north ,BlueDart,2024-07-10,5,1,1,-100
SHIP0000485,,North,Delhivery,2022-10-02,2,25,0,500
SHIP0000486,wh-02,North,DHL,2023-07-18,,10,0,2000
SHIP0000487,WH01,North,DHL,2024-11-30,7,25,0,-100
SHIP0000488,wh-02,,FedEx,2023-03-17,2,1,,500
SHIP0000489,WH01,north ,DHL,2022-05-15,,25,1,
SHIP0000490,WH02,SOUTH,FedEx,2023-12-02,,10,1,15000
SHIP0000491,WH02,,DHL,2023-08-03,,25,,-100
SHIP0000492,WH02,,BlueDart,2022-04-02,7,25,0,-100
SHIP0000493,,,Delhivery,2023-07-02,,1,1,2000
SHIP0000494,wh-02,,FedEx,2024-09-30,2,10,1,15000
SHIP0000495,WH01,,BlueDart,2022-09-25,5,,0,500
SHIP0000496,,,,2024-10-03,,,,
SHIP0000497,WH01,north ,DHL,2023-05-05,7,3,1,2000
SHIP0000498,wh-02,SOUTH,Delhivery,2024-02-18,7,1,0,500
SHIP0000499,WH01,North,FedEx,2022-12-17,,1,0,
SHIP0000500,,north ,FedEx,2022-10-14,5,,1,15000
SHIP0000501,WH02,North,BlueDart,2022-08-26,7,10,,500
SHIP0000502,wh-02,North,FedEx,2024-02-01,7,10,0,2000
SHIP0000503,WH01,,FedEx,2022-11-07,7,,0,-100
SHIP0000504,,SOUTH,FedEx,2023-11-17,2,1,,-100
SHIP0000505,WH02,,DHL,2024-04-07,,25,0,15000
SHIP0000506,WH02,North,FedEx,2023-05-26,5,,1,
SHIP0000507,WH01,,BlueDart,2022-11-11,7,1,0,15000
SHIP0000508,WH01,north ,DHL,2024-06-05,,3,,
SHIP0000509,WH02,SOUTH,FedEx,2024-07-14,2,10,0,-100
SHIP0000510,wh-02,north ,FedEx,2023-03-02,7,,,-100
SHIP0000511,WH02,North,,2024-06-05,5,1,,15000
SHIP0000512,WH01,,BlueDart,2022-12-22,,,,15000
SHIP0000513,,North,BlueDart,2023-05-17,,25,0,15000
SHIP0000514,,north ,DHL,2024-09-15,5,1,,
SHIP0000515,wh-02,,BlueDart,2024-12-11,7,10,0,2000
SHIP0000516,wh-02,North,FedEx,2024-01-17,7,,1,-100
SHIP0000517,,SOUTH,Delhivery,2023-02-14,,10,1,2000
SHIP0000518,,SOUTH,,2024-03-21,5,25,0,15000
SHIP0000519,WH02,,FedEx,2024-03-24,5,10,,500
SHIP0000520,,North,BlueDart,2024-05-15,,1,0,2000
SHIP0000521,wh-02,SOUTH,,2023-08-10,5,10,0,-100
SHIP0000522,WH02,north ,DHL,2023-05-28,7,,,500
SHIP0000523,WH01,north ,,2022-09-05,7,,0,2000
SHIP0000524,WH02,north ,DHL,2022-07-27,7,25,0,
SHIP0000525,WH01,north ,Delhivery,2023-09-06,5,10,1,
SHIP0000526,WH01,North,BlueDart,2023-09-03,2,1,,500
SHIP0000527,WH02,SOUTH,BlueDart,2024-06-16,7,,,
SHIP0000528,wh-02,,FedEx,2022-07-21,5,25,1,
SHIP0000529,wh-02,north ,FedEx,2024-09-10,,10,1,500
SHIP0000530,WH01,SOUTH,BlueDart,2024-11-24,7,3,0,
SHIP0000531,WH02,SOUTH,DHL,2024-02-18,,,,15000
SHIP0000532,WH01,SOUTH,FedEx,2023-12-17,,1,1,-100
SHIP0000533,,north ,FedEx,2023-08-01,2,10,1,500
SHIP0000534,,North,,2022-05-07,2,3,0,15000
SHIP0000535,WH01,,BlueDart,2024-04-18,,1,,
SHIP0000536,WH01,,DHL,2022-09-17,,10,1,-100
SHIP0000537,WH01,north ,FedEx,2023-05-22,5,3,0,2000
SHIP0000538,,north ,FedEx,2022-06-20,2,3,1,
SHIP0000539,wh-02,North,Delhivery,2023-08-26,5,1,1,15000
SHIP0000540,wh-02,SOUTH,BlueDart,2024-10-06,5,1,1,-100
SHIP0000541,WH01,North,BlueDart,2022-09-23,2,3,1,15000
SHIP0000542,,,DHL,2023-08-15,,25,0,15000
SHIP0000543,WH02,SOUTH,Delhivery,2022-04-24,5,3,1,
SHIP0000544,wh-02,SOUTH,DHL,2023-11-19,5,1,1,500
SHIP0000545,WH01,,,2023-04-08,7,,1,2000
SHIP0000546,WH01,north ,,2022-10-16,7,10,0,2000
SHIP0000547,wh-02,north ,Delhivery,2022-01-12,5,10,,500
SHIP0000548,WH01,North,DHL,2023-04-11,7,10,0,
SHIP0000549,WH02,,FedEx,2024-04-03,7,,,2000
SHIP0000550,WH02,,DHL,2023-03-16,7,10,0,-100
SHIP0000551,wh-02,North,,2023-08-26,2,3,0,2000
SHIP0000552,,North,BlueDart,2023-04-10,5,10,0,2000
SHIP0000553,WH01,SOUTH,,2023-03-24,5,3,1,500
SHIP0000554,WH01,north ,Delhivery,2024-09-07,,1,0,2000
SHIP0000555,WH01,SOUTH,,2022-01-16,7,3,0,
SHIP0000556,WH02,,,2023-11-04,7,25,,500
SHIP0000557,wh-02,,DHL,2024-02-11,5,1,0,500
SHIP0000558,WH02,SOUTH,FedEx,2024-10-09,5,,,-100
SHIP0000559,wh-02,north ,Delhivery,2023-09-13,,10,1,
SHIP0000560,WH01,SOUTH,Delhivery,2022-06-28,,10,,-100
SHIP0000561,wh-02,north ,Delhivery,2023-02-14,5,3,1,2000
SHIP0000562,,north ,,2023-06-02,2,,,15000
SHIP0000563,,SOUTH,Delhivery,2023-01-10,7,,,-100
SHIP0000564,WH02,,FedEx,2022-01-07,,,0,-100
SHIP0000565,wh-02,SOUTH,Delhivery,2022-07-29,,25,,-100
SHIP0000566,WH02,North,FedEx,2022-07-21,5,,0,-100
SHIP0000567,wh-02,north ,,2023-04-01,7,25,1,
SHIP0000568,WH02,north ,BlueDart,2024-04-30,,25,0,
SHIP0000569,wh-02,SOUTH,Delhivery,2024-05-04,,3,,500
SHIP0000570,WH02,north ,,2023-08-30,5,3,,-100
SHIP0000571,WH01,north ,BlueDart,2022-11-27,5,3,1,15000
SHIP0000572,wh-02,,DHL,2022-11-05,7,,0,-100
SHIP0000573,wh-02,north ,FedEx,2023-03-09,7,25,,500
SHIP0000574,WH01,North,BlueDart,2022-10-12,,3,0,2000
SHIP0000575,WH01,SOUTH,BlueDart,2023-10-24,2,,0,-100
SHIP0000576,,SOUTH,,2022-05-15,,1,1,
SHIP0000577,WH02,north ,DHL,2022-09-16,5,25,,15000
SHIP0000578,WH01,North,FedEx,2023-08-18,5,,,2000
SHIP0000579,WH01,SOUTH,BlueDart,2024-07-09,7,10,0,15000
SHIP0000580,wh-02,north ,BlueDart,2023-08-16,2,1,1,-100
SHIP0000581,wh-02,north ,Delhivery,2023-11-06,5,3,,-100
SHIP0000582,WH01,North,FedEx,2023-07-16,7,3,1,
SHIP0000583,WH01,SOUTH,Delhivery,2024-09-01,7,3,0,15000
SHIP0000584,wh-02,SOUTH,DHL,2022-09-20,5,10,0,500
SHIP0000585,wh-02,SOUTH,DHL,2023-06-07,2,3,1,
SHIP0000586,wh-02,SOUTH,DHL,2024-06-27,2,1,1,15000
SHIP0000587,WH01,SOUTH,FedEx,2024-04-14,7,10,1,15000
SHIP0000588,WH02,,DHL,2023-06-08,7,25,1,500
SHIP0000589,wh-02,north ,DHL,2022-11-20,7,1,0,2000
SHIP0000590,WH02,North,BlueDart,2024-07-11,5,10,1,
SHIP0000591,WH01,SOUTH,DHL,2023-01-05,7,,0,2000
SHIP0000592,WH02,north ,,2022-12-13,7,25,,-100
SHIP0000593,WH01,North,BlueDart,2024-03-07,,25,,-100
SHIP0000594,wh-02,north ,FedEx,2024-05-29,7,25,0,15000
SHIP0000595,wh-02,north ,,2022-08-11,7,3,,2000
SHIP0000596,WH02,North,DHL,2022-07-29,7,3,0,-100
SHIP0000597,WH02,SOUTH,FedEx,2022-07-18,2,,,15000
SHIP0000598,,north ,DHL,2023-07-23,7,1,0,-100
SHIP0000599,WH01,,FedEx,2022-02-28,2,10,0,2000
SHIP0000600,WH02,north ,Delhivery,2022-08-18,7,10,0,15000
SHIP0000601,WH01,North,DHL,2024-02-27,5,10,,
SHIP0000602,WH01,north ,,2022-09-15,5,,0,15000
SHIP0000603,WH01,SOUTH,Delhivery,2023-07-14,5,1,,15000
SHIP0000604,WH02,SOUTH,BlueDart,2024-08-26,,25,0,2000
SHIP0000605,WH02,North,,2024-11-19,5,,1,500
SHIP0000606,,SOUTH,BlueDart,2022-11-23,,25,,-100
SHIP0000607,wh-02,,BlueDart,2024-02-19,7,10,1,-100
SHIP0000608,WH01,North,BlueDart,2023-01-20,5,,,-100
SHIP0000609,WH02,SOUTH,BlueDart,2022-05-07,,3,,15000
SHIP0000610,WH01,,,2024-12-26,5,25,1,500
SHIP0000611,,,Delhivery,2023-04-17,7,25,0,-100
SHIP0000612,WH02,north ,DHL,2022-07-21,,25,0,15000
SHIP0000613,,SOUTH,DHL,2022-09-26,2,3,0,15000
SHIP0000614,,North,DHL,2024-10-03,,1,0,500
SHIP0000615,,north ,DHL,2024-09-17,,1,0,2000
SHIP0000616,,SOUTH,Delhivery,2022-08-30,7,25,1,
SHIP0000617,WH01,,BlueDart,2023-11-19,2,,1,
SHIP0000618,WH01,north ,,2023-02-07,7,3,1,-100
SHIP0000619,,North,FedEx,2022-07-01,,25,,15000
SHIP0000620,wh-02,north ,,2023-07-31,5,3,1,
SHIP0000621,,north ,BlueDart,2024-10-05,,3,,2000
SHIP0000622,WH02,,FedEx,2024-03-31,2,3,,500
SHIP0000623,wh-02,North,Delhivery,2023-03-03,5,1,1,
SHIP0000624,,North,Delhivery,2024-12-23,2,1,0,2000
SHIP0000625,WH02,,DHL,2024-10-09,7,3,0,15000
SHIP0000626,WH01,,Delhivery,2023-05-24,5,1,1,500
SHIP0000627,wh-02,North,FedEx,2023-10-25,7,10,,
SHIP0000628,WH01,,Delhivery,2024-08-05,2,25,0,2000
SHIP0000629,,North,DHL,2023-03-09,5,25,1,-100
SHIP0000630,WH01,North,Delhivery,2023-04-26,7,10,1,15000
SHIP0000631,WH01,north ,Delhivery,2023-11-26,2,3,1,2000
SHIP0000632,WH01,,,2024-01-21,5,25,,15000
SHIP0000633,WH02,SOUTH,Delhivery,2023-03-28,,10,0,15000
SHIP0000634,WH01,,BlueDart,2023-09-24,7,10,1,15000
SHIP0000635,WH01,SOUTH,BlueDart,2022-11-18,7,,,15000
SHIP0000636,WH01,SOUTH,Delhivery,2022-07-01,5,,1,500
SHIP0000637,WH01,north ,BlueDart,2023-04-06,,1,1,2000
SHIP0000638,WH02,north ,FedEx,2022-09-12,7,3,,15000
SHIP0000639,WH01,,FedEx,2023-03-01,,3,,15000
SHIP0000640,,,DHL,2023-04-17,5,,1,2000
SHIP0000641,WH01,north ,Delhivery,2022-03-25,5,25,,
SHIP0000642,wh-02,SOUTH,FedEx,2023-01-27,2,1,,2000
SHIP0000643,wh-02,North,DHL,2023-01-14,7,,0,2000
SHIP0000644,WH02,,BlueDart,2022-10-12,2,25,0,-100
SHIP0000645,,North,FedEx,2022-06-05,5,10,,-100
SHIP0000646,,north ,Delhivery,2024-02-21,7,,0,2000
SHIP0000647,,north ,,2024-01-21,,,1,-100
SHIP0000648,,North,,2022-03-13,2,25,1,
SHIP0000649,,North,BlueDart,2022-04-04,7,3,1,500
SHIP0000650,WH02,North,BlueDart,2023-04-29,5,,,-100
SHIP0000651,WH01,north ,FedEx,2024-11-20,,25,,500
SHIP0000652,,North,Delhivery,2022-03-26,5,10,1,500
SHIP0000653,,north ,BlueDart,2024-06-08,,,1,2000
SHIP0000654,WH01,North,,2024-08-04,2,3,,-100
SHIP0000655,,north ,DHL,2023-08-23,,,,500
SHIP0000656,WH01,SOUTH,FedEx,2022-11-20,7,3,1,-100
SHIP0000657,WH02,SOUTH,,2023-08-02,,3,,15000
SHIP0000658,,SOUTH,FedEx,2022-01-11,,3,0,
SHIP0000659,wh-02,north ,DHL,2022-09-13,,3,,
SHIP0000660,WH01,North,DHL,2024-05-31,7,3,,-100
SHIP0000661,,North,Delhivery,2024-04-29,5,3,,2000
SHIP0000662,,north ,BlueDart,2023-05-04,5,,,15000
SHIP0000663,wh-02,North,BlueDart,2022-06-26,,,,
SHIP0000664,wh-02,,,2024-01-21,,25,1,2000
SHIP0000665,WH02,,BlueDart,2023-08-21,5,3,,
SHIP0000666,WH02,SOUTH,DHL,2023-01-11,,,0,-100
SHIP0000667,wh-02,,Delhivery,2024-04-13,,1,1,15000
SHIP0000668,wh-02,,BlueDart,2024-05-22,7,10,0,-100
SHIP0000669,WH02,north ,BlueDart,2023-01-12,7,3,1,-100
SHIP0000670,WH01,SOUTH,FedEx,2022-07-04,5,10,,500
SHIP0000671,WH01,SOUTH,BlueDart,2023-09-15,7,10,1,-100
SHIP0000672,,SOUTH,,2024-10-11,,25,1,-100
SHIP0000673,wh-02,,DHL,2022-09-17,2,,1,15000
SHIP0000674,,north ,DHL,2022-11-28,,3,1,15000
SHIP0000675,wh-02,north ,DHL,2022-11-15,7,1,1,500
SHIP0000676,,north ,DHL,2023-06-12,7,25,0,500
SHIP0000677,WH02,SOUTH,FedEx,2024-12-11,7,25,0,-100
SHIP0000678,wh-02,,FedEx,2023-08-20,2,,0,-100
SHIP0000679,,SOUTH,BlueDart,2024-12-15,5,10,1,2000
SHIP0000680,,north ,BlueDart,2023-07-18,2,3,0,500
SHIP0000681,WH02,North,FedEx,2022-12-26,,3,1,
SHIP0000682,,,,2024-04-18,5,10,,
SHIP0000683,wh-02,,DHL,2024-04-14,,1,,-100
SHIP0000684,WH01,SOUTH,DHL,2022-06-23,7,3,1,-100
SHIP0000685,WH02,North,,2023-02-27,,25,,500
SHIP0000686,,North,Delhivery,2022-06-09,5,3,1,
SHIP0000687,,north ,FedEx,2024-06-12,2,10,1,2000
SHIP0000688,WH01,SOUTH,Delhivery,2024-12-27,,25,1,-100
SHIP0000689,wh-02,SOUTH,DHL,2023-11-18,,1,,500
SHIP0000690,,SOUTH,DHL,2023-12-20,2,1,1,-100
SHIP0000691,WH02,north ,FedEx,2024-04-08,5,10,1,
SHIP0000692,WH02,North,FedEx,2024-11-01,5,25,1,15000
SHIP0000693,,north ,BlueDart,2023-05-09,7,10,1,-100
SHIP0000694,wh-02,North,FedEx,2024-01-28,7,3,,
SHIP0000695,WH02,north ,BlueDart,2022-04-05,,1,1,2000
SHIP0000696,WH02,SOUTH,,2022-09-20,2,1,0,
SHIP0000697,WH01,North,DHL,2023-05-11,,3,,500
SHIP0000698,,,FedEx,2023-04-19,2,10,,
SHIP0000699,,North,FedEx,2024-01-30,7,25,,500
SHIP0000700,WH02,,DHL,2022-01-03,5,3,1,500
SHIP0000701,wh-02,SOUTH,FedEx,2024-03-28,7,,0,2000
SHIP0000702,WH02,north ,BlueDart,2023-11-26,,10,,500
SHIP0000703,WH02,North,FedEx,2024-07-13,5,10,,2000
SHIP0000704,wh-02,north ,FedEx,2022-09-27,2,25,0,2000
SHIP0000705,,SOUTH,,2022-08-18,,,1,15000
SHIP0000706,WH01,north ,,2023-01-07,2,1,1,500
SHIP0000707,,North,Delhivery,2023-02-12,7,3,1,15000
SHIP0000708,WH01,north ,FedEx,2023-01-17,2,,,15000
SHIP0000709,,North,BlueDart,2024-09-26,7,25,0,15000
SHIP0000710,,SOUTH,Delhivery,2023-03-07,7,,0,-100
SHIP0000711,wh-02,,BlueDart,2024-04-19,2,3,1,500
SHIP0000712,,,Delhivery,2023-08-27,2,1,0,2000
SHIP0000713,WH01,north ,FedEx,2024-10-31,2,1,0,15000
SHIP0000714,WH02,north ,,2023-09-28,5,,1,500
SHIP0000715,WH01,north ,DHL,2022-08-23,5,1,1,
SHIP0000716,wh-02,SOUTH,BlueDart,2022-11-03,,1,1,
SHIP0000717,WH02,,DHL,2024-11-25,7,25,1,-100
SHIP0000718,WH01,North,,2023-04-06,,25,0,2000
SHIP0000719,,north ,Delhivery,2022-04-24,2,10,0,500
SHIP0000720,,SOUTH,Delhivery,2022-01-09,7,,0,2000
SHIP0000721,WH02,SOUTH,BlueDart,2022-12-02,,25,0,
SHIP0000722,WH01,,Delhivery,2023-08-13,,,,15000
SHIP0000723,wh-02,,,2023-06-18,,3,0,2000
SHIP0000724,WH02,,BlueDart,2023-05-02,5,25,1,500
SHIP0000725,WH02,,,2024-03-01,7,1,0,
SHIP0000726,WH01,SOUTH,Delhivery,2023-12-25,5,25,1,
SHIP0000727,wh-02,north ,BlueDart,2024-12-12,7,10,1,500
SHIP0000728,wh-02,SOUTH,,2023-09-30,5,3,0,-100
SHIP0000729,WH01,,Delhivery,2022-03-15,,10,0,-100
SHIP0000730,WH02,North,Delhivery,2024-07-19,,1,,500
SHIP0000731,wh-02,SOUTH,,2023-01-20,5,10,1,15000
SHIP0000732,WH01,north ,FedEx,2022-08-30,2,1,0,15000
SHIP0000733,WH02,,FedEx,2024-10-10,2,25,1,500
SHIP0000734,WH02,North,DHL,2023-10-16,5,,0,
SHIP0000735,wh-02,north ,,2022-02-06,2,,0,15000
SHIP0000736,WH01,,BlueDart,2024-10-12,7,1,0,15000
SHIP0000737,WH02,,DHL,2022-07-19,,,0,
SHIP0000738,,North,BlueDart,2022-12-22,5,1,0,15000
SHIP0000739,WH01,North,FedEx,2024-04-12,2,3,0,2000
SHIP0000740,WH02,,FedEx,2023-05-07,7,10,0,
SHIP0000741,,north ,Delhivery,2024-07-17,2,10,,2000
SHIP0000742,wh-02,north ,,2022-01-01,2,,1,15000
SHIP0000743,WH02,,DHL,2023-08-17,2,10,0,15000
SHIP0000744,wh-02,SOUTH,FedEx,2022-11-06,2,3,,15000
SHIP0000745,WH02,North,,2024-08-28,2,3,1,-100
SHIP0000746,,North,Delhivery,2023-12-27,7,1,,500
SHIP0000747,,,BlueDart,2022-02-22,7,10,0,-100
SHIP0000748,,,BlueDart,2022-03-02,2,1,,500
SHIP0000749,wh-02,north ,FedEx,2023-12-30,7,1,,-100
SHIP0000750,wh-02,SOUTH,,2023-09-08,7,1,,-100
SHIP0000751,WH01,SOUTH,DHL,2024-07-20,2,,0,
SHIP0000752,wh-02,SOUTH,,2023-02-15,,3,,15000
SHIP0000753,WH02,,BlueDart,2022-12-04,5,,0,
SHIP0000754,WH01,north ,DHL,2024-03-12,5,25,1,500
SHIP0000755,wh-02,SOUTH,Delhivery,2024-04-11,2,25,1,2000
SHIP0000756,WH01,,FedEx,2022-11-19,7,10,1,2000
SHIP0000757,WH02,North,DHL,2024-08-06,7,10,0,15000
SHIP0000758,wh-02,north ,Delhivery,2023-01-12,,25,1,15000
SHIP0000759,,north ,FedEx,2023-10-21,7,10,0,500
SHIP0000760,WH02,north ,FedEx,2024-06-21,7,,,500
SHIP0000761,,,DHL,2022-12-21,,10,,500
SHIP0000762,WH02,north ,FedEx,2022-05-17,2,1,,500
SHIP0000763,wh-02,North,DHL,2024-05-05,7,,1,2000
SHIP0000764,WH02,north ,FedEx,2024-03-04,7,25,1,500
SHIP0000765,WH02,north ,FedEx,2024-10-02,5,3,1,
SHIP0000766,WH01,north ,FedEx,2023-08-28,7,10,0,500
SHIP0000767,WH01,north ,DHL,2022-04-15,5,10,,500
SHIP0000768,WH01,north ,FedEx,2022-07-08,7,10,1,-100
SHIP0000769,,North,BlueDart,2022-03-31,,10,1,500
SHIP0000770,WH01,,FedEx,2023-02-02,2,,1,500
SHIP0000771,WH02,,BlueDart,2023-12-23,,10,0,500
SHIP0000772,wh-02,North,DHL,2023-04-03,,25,0,
SHIP0000773,wh-02,north ,,2024-02-13,,25,0,-100
SHIP0000774,WH01,,FedEx,2023-12-13,5,3,0,
SHIP0000775,WH01,North,,2024-12-09,,25,0,15000
SHIP0000776,WH02,North,Delhivery,2023-02-06,,3,0,2000
SHIP0000777,wh-02,,Delhivery,2024-05-06,5,3,1,2000
SHIP0000778,wh-02,north ,Delhivery,2023-08-02,,,0,500
SHIP0000779,wh-02,north ,Delhivery,2022-10-24,7,1,,500
SHIP0000780,,north ,BlueDart,2023-03-20,2,,0,
SHIP0000781,wh-02,north ,BlueDart,2022-04-06,7,1,0,-100
SHIP0000782,wh-02,north ,BlueDart,2023-03-02,7,,,
SHIP0000783,WH02,,,2022-10-31,7,1,1,-100
SHIP0000784,WH01,North,FedEx,2022-10-25,7,1,1,2000
SHIP0000785,,north ,FedEx,2023-04-13,,1,0,15000
SHIP0000786,WH02,SOUTH,BlueDart,2024-12-17,,10,0,15000
SHIP0000787,WH01,North,Delhivery,2022-11-20,,25,,-100
SHIP0000788,,SOUTH,BlueDart,2023-06-13,,1,0,
SHIP0000789,,SOUTH,,2024-10-06,5,10,1,
SHIP0000790,WH01,,BlueDart,2022-05-15,2,10,0,
SHIP0000791,WH01,north ,BlueDart,2022-04-12,,,,2000
SHIP0000792,WH01,,Delhivery,2023-08-25,,,0,-100
SHIP0000793,wh-02,,Delhivery,2022-07-28,5,,0,
SHIP0000794,wh-02,SOUTH,FedEx,2022-02-09,7,25,0,500
SHIP0000795,WH02,north ,,2024-11-21,,,0,15000
SHIP0000796,WH01,north ,DHL,2022-03-10,2,10,,15000
SHIP0000797,WH01,north ,FedEx,2024-03-24,,3,,
SHIP0000798,WH02,SOUTH,DHL,2024-07-31,7,3,0,-100
SHIP0000799,WH01,SOUTH,DHL,2024-12-02,5,1,1,2000
SHIP0000800,,north ,BlueDart,2023-01-12,5,10,,-100
SHIP0000801,WH01,North,FedEx,2022-11-19,7,,,500
SHIP0000802,wh-02,north ,DHL,2024-02-18,,,0,2000
SHIP0000803,WH02,SOUTH,Delhivery,2023-01-27,5,25,1,500
SHIP0000804,,North,DHL,2022-05-18,2,10,0,15000
SHIP0000805,,SOUTH,Delhivery,2024-06-06,7,,1,2000
SHIP0000806,WH02,SOUTH,FedEx,2022-03-02,7,1,,
SHIP0000807,wh-02,SOUTH,DHL,2023-06-02,,,,2000
SHIP0000808,,SOUTH,BlueDart,2023-01-08,5,3,,
SHIP0000809,wh-02,north ,Delhivery,2023-07-27,2,10,,500
SHIP0000810,wh-02,north ,BlueDart,2023-02-17,,10,,-100
SHIP0000811,WH01,SOUTH,BlueDart,2024-06-13,,10,,-100
SHIP0000812,,SOUTH,BlueDart,2024-11-01,5,,1,-100
SHIP0000813,,North,Delhivery,2024-01-28,7,10,0,-100
SHIP0000814,wh-02,,DHL,2022-12-28,,10,0,15000
SHIP0000815,WH01,North,DHL,2022-05-07,,25,1,500
SHIP0000816,WH02,SOUTH,DHL,2024-06-21,2,1,,
SHIP0000817,WH02,north ,DHL,2023-03-10,7,10,1,15000
SHIP0000818,wh-02,,FedEx,2024-11-29,5,25,1,
SHIP0000819,,,DHL,2022-08-21,5,25,1,-100
SHIP0000820,,,BlueDart,2024-05-09,5,1,0,
SHIP0000821,WH02,North,BlueDart,2024-10-31,,25,0,
SHIP0000822,WH02,,,2022-11-16,,3,0,-100
SHIP0000823,WH02,North,,2022-05-06,7,1,0,-100
SHIP0000824,,,BlueDart,2023-12-18,,,0,
