inventory_id,product_id,warehouse_id,on_hand_qty,reserved_qty,reorder_point,last_restock_date
I002280,P00214,WH01,-100,10,100,2024-09-09
I002281,P00292,WH02,0,0,300,2023-11-21
I002282,P00291,,1000,100,300,2021-10-02
I002283,P00261,wh-01,0,100,500,2022-03-19
I002284,P00131,,50,100,300,2024-03-14
I002285,P00284,WH01,50,0,100,2023-11-12
I002286,P00262,WH02,-100,,,2023-12-26
I002287,P00297,WH03,0,0,500,2024-08-10
I002288,P00149,,-100,0,300,2021-02-09
I002289,P00299,wh-01,99999,100,,2023-07-17
I002290,P00012,WH03,,10,100,2024-04-18
I002291,P00172,WH01,99999,100,500,2022-10-17
I002292,P00017,,99999,10,100,2023-05-25
I002293,P00228,WH01,50,,,2022-01-24
I002294,P00120,,1000,10,300,2023-07-26
I002295,P00259,WH03,,,500,2023-09-28
I002296,P00187,,,,,2022-01-03
I002297,P00032,WH03,200,10,300,2023-08-20
I002298,P00044,WH02,50,,500,2021-06-06
I002299,P00114,WH03,1000,10,500,2024-04-27
I002300,P00027,WH01,-100,0,500,2024-06-28
I002301,P00047,,99999,100,300,2024-09-24
I002302,P00239,WH03,99999,0,300,2021-08-08
I002303,P00287,,0,10,,2021-12-11
I002304,P00271,,99999,,300,2022-03-04
I002305,P00019,WH01,200,,300,2021-12-28
I002306,P00002,WH03,0,,300,2021-10-03
I002307,P00098,WH01,,10,300,2021-08-30
I002308,P00076,,1000,100,500,2023-11-12
I002309,P00087,,200,0,,2022-02-21
I002310,P00227,wh-01,0,100,500,2021-07-25
I002311,P00063,WH02,99999,100,,2022-09-19
I002312,P00220,WH02,50,0,100,2022-06-25
I002313,P00139,wh-01,50,,300,2022-03-26
I002314,P00098,wh-01,0,,500,2021-12-30
I002315,P00221,,-100,0,,2024-12-24
I002316,P00242,WH01,,,100,2022-06-12
I002317,P00030,wh-01,50,0,,2021-10-22
I002318,P00158,WH03,,10,100,2024-05-15
I002319,P00298,WH02,0,0,300,2023-01-19
I002320,P00020,WH03,-100,100,300,2021-08-17
I002321,P00228,WH02,200,0,300,2023-12-02
I002322,P00008,wh-01,200,10,,2023-07-30
I002323,P00132,WH02,0,,100,2024-06-10
I002324,P00192,,,0,300,2022-12-11
I002325,P00189,WH03,0,10,,2023-01-29
I002326,P00235,,0,10,100,2021-12-11
I002327,P00181,WH03,50,10,500,2022-12-12
I002328,P00138,WH03,1000,0,300,2022-05-16
I002329,P00234,,1000,0,,2022-08-31
I002330,P00174,,1000,,,2021-06-13
I002331,P00155,WH03,1000,100,100,2021-07-23
I002332,P00220,WH03,-100,0,100,2023-07-21
I002333,P00019,WH02,1000,100,,2023-01-22
I002334,P00068,WH03,200,,100,2022-09-14
I002335,P00059,WH03,1000,10,300,2023-05-26
I002336,P00163,wh-01,-100,10,500,2024-08-20
I002337,P00014,wh-01,-100,100,300,2023-06-26
I002338,P00128,,0,10,,2023-09-28
I002339,P00287,,0,100,500,2023-01-08
I002340,P00299,WH03,1000,10,500,2022-04-28
I002341,P00091,wh-01,50,0,100,2024-04-26
I002342,P00286,WH01,50,10,500,2023-01-09
I002343,P00050,,-100,0,,2024-09-21
I002344,P00026,,-100,10,100,2024-06-25
I002345,P00028,,200,100,100,2021-04-20
I002346,P00234,WH03,200,0,100,2022-01-02
I002347,P00227,WH03,,100,300,2022-09-25
I002348,P00069,WH03,200,,500,2021-11-12
I002349,P00175,WH03,,10,500,2021-05-18
I002350,P00090,WH02,-100,,,2021-08-18
I002351,P00225,WH02,50,10,500,2024-03-15
I002352,P00014,,0,,100,2022-12-28
I002353,P00134,,1000,,100,2024-12-16
I002354,P00111,,50,,300,2022-02-13
I002355,P00173,WH01,0,,500,2023-11-01
I002356,P00163,WH03,99999,0,300,2022-07-30
I002357,P00122,WH03,50,0,,2022-08-30
I002358,P00004,WH02,99999,100,300,2021-06-08
I002359,P00141,WH03,200,100,,2021-09-05
I002360,P00246,WH02,200,10,100,2024-12-09
I002361,P00118,wh-01,200,100,,2024-03-16
I002362,P00072,WH01,200,0,,2022-11-15
I002363,P00156,,1000,100,500,2024-12-29
I002364,P00123,WH03,200,0,500,2023-07-03
I002365,P00086,wh-01,99999,,300,2023-11-14
I002366,P00224,WH01,,10,300,2022-06-29
I002367,P00273,wh-01,-100,,500,2022-11-25
I002368,P00200,WH01,,0,500,2021-07-11
I002369,P00270,,50,0,500,2024-12-24
I002370,P00262,,,0,,2022-09-12
I002371,P00140,WH02,50,10,300,2021-06-29
I002372,P00066,WH03,99999,0,,2022-12-20
I002373,P00294,,99999,0,100,2024-09-19
I002374,P00049,WH02,99999,,300,2021-07-24
I002375,P00050,,0,,100,2022-07-25
I002376,P00130,wh-01,-100,,300,2024-10-19
I002377,P00069,wh-01,0,,100,2021-09-19
I002378,P00099,WH02,1000,100,100,2021-05-04
I002379,P00141,wh-01,-100,,,2021-04-15
I002380,P00107,,99999,,100,2023-09-03
I002381,P00064,,99999,,500,2024-12-07
I002382,P00250,WH03,50,0,300,2023-07-28
I002383,P00267,WH02,200,,500,2024-01-24
I002384,P00120,WH02,50,0,100,2024-05-30
I002385,P00053,,1000,10,100,2023-06-10
I002386,P00127,WH02,200,0,300,2024-04-16
I002387,P00108,WH03,200,100,,2022-12-06
I002388,P00242,WH01,50,100,300,2023-10-20
I002389,P00062,wh-01,,0,,2024-02-17
I002390,P00094,,,,,2023-12-23
I002391,P00004,WH01,,10,500,2024-07-07
I002392,P00144,,1000,,500,2024-07-01
I002393,P00248,WH03,,10,500,2024-05-23
I002394,P00211,,-100,0,,2023-02-23
I002395,P00091,WH03,,,300,2024-01-01
I002396,P00237,wh-01,,0,100,2024-04-26
I002397,P00217,wh-01,-100,100,,2023-04-22
I002398,P00274,WH03,,100,,2022-12-11
I002399,P00248,wh-01,0,100,100,2021-06-17
I002400,P00075,,,0,,2021-04-10
I002401,P00208,wh-01,50,,300,2024-11-22
I002402,P00065,wh-01,0,100,100,2023-07-29
I002403,P00034,WH03,0,0,100,2021-01-19
I002404,P00050,WH01,200,0,100,2021-12-13
I002405,P00106,WH01,99999,100,500,2024-05-06
I002406,P00007,,,10,500,2021-11-21
I002407,P00145,WH02,200,100,,2021-02-11
I002408,P00072,wh-01,200,100,100,2022-10-23
I002409,P00223,,200,100,100,2023-08-30
I002410,P00261,WH03,99999,0,300,2022-02-01
I002411,P00295,,-100,0,100,2023-10-05
I002412,P00052,WH03,,10,300,2024-11-01
I002413,P00273,WH01,-100,100,500,2024-04-04
I002414,P00150,wh-01,-100,10,500,2024-10-20
I002415,P00080,WH02,200,100,,2022-06-18
I002416,P00010,WH03,-100,,300,2024-01-08
I002417,P00147,WH02,99999,10,100,2021-03-01
I002418,P00037,WH01,,,,2022-01-25
I002419,P00284,WH03,0,0,300,2023-07-14
I002420,P00300,wh-01,0,,,2022-11-23
I002421,P00160,wh-01,-100,100,500,2021-11-27
I002422,P00136,WH02,,,100,2022-02-07
I002423,P00247,WH03,50,0,300,2021-06-23
I002424,P00147,wh-01,99999,10,300,2022-04-23
I002425,P00029,,99999,10,300,2024-06-21
I002426,P00048,WH03,-100,0,300,2024-03-15
I002427,P00230,WH02,200,,500,2024-04-07
I002428,P00290,,99999,,100,2022-08-01
I002429,P00015,WH03,50,0,300,2024-09-12
I002430,P00177,WH02,0,0,,2021-04-14
I002431,P00036,wh-01,-100,0,,2023-07-31
I002432,P00074,,99999,,300,2022-11-21
I002433,P00158,WH03,0,0,500,2024-01-09
I002434,P00202,WH02,200,10,300,2023-09-07
I002435,P00130,WH02,1000,10,,2024-03-03
I002436,P00170,WH01,99999,100,,2023-05-27
I002437,P00291,WH02,200,0,300,2024-05-19
I002438,P00248,WH01,200,,100,2024-04-16
I002439,P00233,WH01,50,,500,2023-01-25
I002440,P00101,WH01,1000,10,500,2024-01-16
I002441,P00300,WH01,50,100,,2021-05-30
I002442,P00204,WH01,-100,100,500,2023-06-24
I002443,P00244,wh-01,200,10,,2021-06-09
I002444,P00127,wh-01,1000,10,,2021-04-16
I002445,P00114,WH01,-100,0,100,2022-12-08
I002446,P00134,,99999,,100,2022-08-09
I002447,P00104,,0,10,100,2024-03-05
I002448,P00151,wh-01,0,0,,2023-08-15
I002449,P00048,WH02,0,0,500,2024-07-11
I002450,P00057,WH03,1000,100,100,2021-03-17
I002451,P00207,WH03,1000,,300,2021-03-12
I002452,P00017,WH03,50,10,500,2021-01-19
I002453,P00138,,200,100,,2023-01-04
I002454,P00154,WH01,0,10,,2023-05-29
I002455,P00269,WH03,200,100,,2024-02-28
I002456,P00248,WH03,,10,500,2021-03-23
I002457,P00219,,-100,100,300,2024-11-17
I002458,P00099,WH01,200,,100,2022-07-03
I002459,P00163,WH01,200,,100,2024-02-12
I002460,P00284,WH01,1000,10,,2024-03-18
I002461,P00188,WH01,50,10,300,2023-06-24
I002462,P00251,WH01,,0,100,2023-06-22
I002463,P00239,,1000,100,300,2024-08-18
I002464,P00270,WH02,200,,100,2021-03-10
I002465,P00300,WH02,50,10,300,2022-09-04
I002466,P00163,WH03,,10,100,2021-10-08
I002467,P00171,WH03,1000,0,100,2021-02-05
I002468,P00193,WH01,,0,500,2022-08-04
I002469,P00226,WH03,200,100,300,2021-07-11
I002470,P00147,WH02,-100,10,300,2023-01-18
I002471,P00052,WH03,0,10,100,2021-03-28
I002472,P00131,,-100,100,100,2021-04-22
I002473,P00058,,0,10,300,2021-07-15
I002474,P00190,WH02,-100,100,300,2022-09-09
I002475,P00260,WH03,1000,100,100,2021-01-23
I002476,P00020,WH02,99999,0,100,2021-11-12
I002477,P00066,WH02,200,0,500,2024-10-09
I002478,P00001,wh-01,,10,300,2022-07-05
I002479,P00218,WH01,50,10,,2022-10-28
I002480,P00149,,1000,,300,2023-05-23
I002481,P00300,WH01,50,,300,2024-05-04
I002482,P00031,,1000,100,100,2022-05-24
I002483,P00103,wh-01,-100,10,300,2022-02-23
I002484,P00040,wh-01,1000,10,300,2023-06-21
I002485,P00274,WH03,99999,10,100,2024-05-27
I002486,P00077,WH01,,10,500,2021-07-26
I002487,P00211,WH02,99999,,100,2022-02-18
I002488,P00144,WH03,200,,100,2021-09-03
I002489,P00245,WH02,50,,100,2022-06-13
I002490,P00033,WH03,0,,100,2021-09-16
I002491,P00038,WH01,99999,0,500,2023-06-02
I002492,P00198,WH03,0,,300,2022-06-09
I002493,P00109,WH02,,,300,2022-09-20
I002494,P00099,wh-01,1000,100,,2022-03-21
I002495,P00267,WH02,1000,10,500,2021-11-25
I002496,P00229,wh-01,1000,,,2024-05-30
I002497,P00175,WH02,0,10,,2023-04-17
I002498,P00031,WH03,200,,100,2023-05-06
I002499,P00060,wh-01,50,10,100,2022-01-18
I002500,P00104,,-100,,100,2021-01-07
I002501,P00201,,1000,10,500,2021-11-23
I002502,P00056,WH01,-100,0,500,2021-10-16
I002503,P00293,WH01,,0,500,2023-03-12
I002504,P00228,WH02,0,,300,2023-07-19
I002505,P00035,,1000,100,500,2021-01-29
I002506,P00056,WH02,,0,100,2022-01-13
I002507,P00259,WH03,50,0,500,2021-09-11
I002508,P00016,WH01,50,100,,2024-09-23
I002509,P00002,,,10,500,2023-02-19
I002510,P00003,WH01,0,0,100,2021-11-28
I002511,P00127,WH02,99999,0,,2024-05-15
I002512,P00150,WH01,1000,100,100,2022-01-25
I002513,P00073,,1000,10,500,2024-08-16
I002514,P00139,wh-01,200,10,500,2021-11-24
I002515,P00064,wh-01,,100,100,2023-08-28
I002516,P00186,WH01,1000,0,300,2023-10-10
I002517,P00036,,1000,0,,2024-05-27
I002518,P00175,,200,10,,2024-02-19
I002519,P00224,WH02,-100,10,500,2024-10-03
I002520,P00041,,99999,100,300,2022-12-22
I002521,P00249,wh-01,,,100,2021-05-30
I002522,P00210,WH01,99999,10,500,2024-06-19
I002523,P00201,WH01,,10,,2022-04-24
I002524,P00045,WH02,200,10,300,2022-03-10
I002525,P00132,WH02,99999,10,500,2024-09-07
I002526,P00117,WH01,0,0,300,2023-02-28
I002527,P00229,,200,0,,2024-09-23
I002528,P00116,,1000,,100,2022-11-02
I002529,P00240,WH02,-100,,300,2022-07-10
I002530,P00021,WH01,-100,10,100,2023-12-12
I002531,P00222,WH01,200,0,500,2024-05-24
I002532,P00174,WH02,99999,100,500,2021-07-26
I002533,P00026,WH01,1000,10,500,2023-10-20
I002534,P00288,WH01,1000,100,,2021-01-04
I002535,P00298,WH03,99999,10,300,2023-11-13
I002536,P00055,wh-01,50,10,300,2022-12-05
I002537,P00231,wh-01,0,10,500,2021-10-02
I002538,P00024,,99999,0,300,2021-01-31
I002539,P00171,WH03,,100,300,2024-03-29
I002540,P00009,WH02,0,10,300,2023-09-29
I002541,P00293,WH02,1000,10,300,2021-08-03
I002542,P00238,,50,,,2023-10-19
I002543,P00162,WH02,,100,500,2023-02-26
I002544,P00060,WH03,,100,500,2024-04-16
I002545,P00082,,,10,100,2024-05-09
I002546,P00064,WH03,99999,,500,2024-01-15
I002547,P00161,WH03,200,0,100,2022-05-12
I002548,P00200,wh-01,,0,,2022-08-04
I002549,P00098,WH03,50,100,500,2024-05-20
I002550,P00113,WH01,99999,0,500,2022-12-31
I002551,P00291,WH02,1000,0,500,2024-05-31
I002552,P00293,,,,100,2023-09-19
I002553,P00116,WH01,-100,100,300,2023-01-24
I002554,P00091,WH03,1000,,300,2024-07-18
I002555,P00178,WH02,1000,100,100,2023-03-18
I002556,P00042,,50,10,300,2023-12-05
I002557,P00090,WH01,50,100,,2023-10-16
I002558,P00035,WH03,200,,100,2023-07-08
I002559,P00272,wh-01,1000,0,,2021-12-27
I002560,P00225,WH03,,,100,2021-12-19
I002561,P00052,WH02,,0,,2022-01-15
I002562,P00204,wh-01,50,,,2023-11-19
I002563,P00130,WH02,1000,100,,2023-07-09
I002564,P00011,WH02,50,,500,2023-02-22
I002565,P00245,WH03,200,,100,2021-03-02
I002566,P00283,WH03,50,10,500,2023-01-30
I002567,P00254,WH03,-100,0,100,2023-10-09
I002568,P00004,WH03,99999,10,500,2023-11-02
I002569,P00257,,50,100,,2024-08-23
I002570,P00253,,1000,,300,2022-11-13
I002571,P00178,wh-01,0,,500,2021-03-08
I002572,P00219,WH02,99999,,500,2021-03-10
I002573,P00248,wh-01,-100,0,,2021-03-16
I002574,P00260,WH01,99999,0,500,2021-11-27
I002575,P00286,WH02,-100,,300,2023-05-01
I002576,P00033,wh-01,-100,10,,2024-11-08
I002577,P00127,,-100,100,300,2021-09-15
I002578,P00241,wh-01,50,10,,2024-10-03
I002579,P00247,,200,10,500,2023-01-13
I002580,P00192,WH02,99999,10,100,2023-10-07
I002581,P00216,,200,10,300,2024-03-17
I002582,P00060,WH02,200,0,500,2023-11-03
I002583,P00203,wh-01,99999,0,,2022-11-23
I002584,P00007,,1000,10,300,2022-06-23
I002585,P00107,wh-01,99999,0,300,2023-05-29
I002586,P00129,wh-01,99999,100,100,2023-08-28
I002587,P00039,WH01,,100,500,2022-04-13
I002588,P00054,,200,0,500,2022-03-19
I002589,P00132,wh-01,1000,0,100,2023-12-07
I002590,P00277,WH02,-100,100,100,2023-03-19
I002591,P00140,wh-01,0,,300,2023-08-04
I002592,P00050,WH01,99999,,,2023-12-09
I002593,P00123,WH01,0,10,,2022-09-27
I002594,P00149,wh-01,,0,500,2024-04-26
I002595,P00165,WH01,99999,100,,2021-06-02
I002596,P00162,WH01,1000,10,,2024-04-04
I002597,P00045,,1000,100,100,2024-04-10
I002598,P00033,wh-01,-100,0,100,2021-01-30
I002599,P00064,WH01,,100,500,2024-01-14
I002600,P00241,WH03,0,0,500,2024-11-30
I002601,P00001,,0,10,,2023-02-12
I002602,P00205,WH02,,100,,2021-10-16
I002603,P00047,,50,10,,2021-02-22
I002604,P00009,WH03,0,0,100,2021-04-01
I002605,P00103,,1000,,,2023-11-13
I002606,P00150,WH03,-100,,100,2022-12-12
I002607,P00265,WH02,0,100,500,2022-07-12
I002608,P00089,WH03,200,100,,2021-10-09
I002609,P00196,WH02,200,0,500,2022-10-18
I002610,P00192,wh-01,99999,,,2023-01-06
I002611,P00015,,,,300,2022-08-26
I002612,P00253,,200,0,500,2021-05-22
I002613,P00296,WH01,50,100,,2021-12-30
I002614,P00191,WH01,,10,300,2024-03-01
I002615,P00141,wh-01,,100,,2022-03-05
I002616,P00049,WH03,0,0,100,2023-09-13
I002617,P00119,wh-01,50,,500,2021-07-13
I002618,P00283,,50,100,500,2024-01-13
I002619,P00136,WH03,99999,0,100,2024-08-20
I002620,P00025,WH01,50,10,300,2024-10-18
I002621,P00190,wh-01,-100,0,,2021-11-15
I002622,P00207,,200,100,,2021-09-06
I002623,P00040,WH01,0,0,,2022-02-22
I002624,P00260,wh-01,200,100,300,2021-11-02
I002625,P00091,WH02,,0,100,2023-08-22
I002626,P00044,,-100,0,,2022-09-11
I002627,P00078,WH02,50,10,500,2022-12-30
I002628,P00199,,-100,10,,2024-05-15
I002629,P00157,,,100,,2023-07-09
I002630,P00252,,0,,,2023-06-09
I002631,P00050,WH01,0,10,300,2022-06-28
I002632,P00237,WH03,-100,10,100,2022-08-13
I002633,P00245,WH01,1000,10,500,2024-03-15
I002634,P00284,WH01,,100,500,2024-02-19
I002635,P00049,,99999,10,500,2022-10-18
I002636,P00172,wh-01,,,300,2024-11-08
I002637,P00230,,50,10,100,2021-06-29
I002638,P00244,WH01,0,10,,2024-10-02
I002639,P00181,WH03,99999,100,100,2021-11-19
I002640,P00081,WH01,-100,10,,2023-01-14
I002641,P00076,WH02,50,100,300,2023-02-02
I002642,P00085,WH03,200,10,300,2024-04-12
I002643,P00108,,,10,100,2022-08-12
I002644,P00192,wh-01,-100,100,500,2024-10-29
I002645,P00217,WH01,50,0,,2021-09-30
I002646,P00138,,200,,100,2021-08-22
I002647,P00194,WH03,0,0,,2023-05-25
I002648,P00122,WH03,200,10,500,2021-06-02
I002649,P00069,wh-01,99999,10,,2022-11-30
I002650,P00147,WH03,1000,0,300,2022-10-03
I002651,P00144,wh-01,-100,0,500,2022-04-16
I002652,P00141,WH02,0,,100,2021-01-26
I002653,P00139,WH03,-100,100,500,2022-09-28
I002654,P00227,WH02,-100,,,2022-01-18
I002655,P00278,WH01,50,100,500,2021-02-27
I002656,P00184,WH01,,10,,2021-10-10
I002657,P00058,wh-01,99999,10,300,2023-10-07
I002658,P00268,WH03,1000,,,2021-07-17
I002659,P00175,WH01,50,0,300,2022-05-15
I002660,P00045,wh-01,0,0,500,2022-02-06
I002661,P00064,,1000,10,500,2021-11-04
I002662,P00069,wh-01,0,0,100,2023-01-24
I002663,P00177,WH02,0,100,100,2023-10-17
I002664,P00147,,200,100,300,2023-05-03
I002665,P00170,wh-01,50,0,500,2024-05-30
I002666,P00140,WH03,200,,300,2021-01-08
I002667,P00259,WH01,-100,,300,2022-12-22
I002668,P00163,WH03,0,100,100,2021-09-01
I002669,P00012,wh-01,200,0,100,2021-10-10
I002670,P00122,WH01,,,500,2023-08-26
I002671,P00040,WH02,200,0,,2022-11-09
I002672,P00213,wh-01,200,100,500,2023-01-26
I002673,P00187,wh-01,,,500,2022-11-19
I002674,P00285,WH03,-100,10,,2022-12-17
I002675,P00098,WH03,50,100,500,2022-10-08
I002676,P00277,wh-01,1000,0,100,2024-04-20
I002677,P00191,WH03,99999,100,,2023-11-17
I002678,P00179,,,100,,2023-01-29
I002679,P00067,wh-01,1000,,500,2024-04-09
I002680,P00036,,200,,100,2023-07-20
I002681,P00132,,50,10,500,2024-11-12
I002682,P00124,,0,10,300,2021-07-17
I002683,P00248,WH03,,100,500,2022-10-06
I002684,P00216,WH02,99999,,500,2022-12-21
I002685,P00043,,50,0,,2021-08-22
I002686,P00047,wh-01,99999,100,,2023-09-09
I002687,P00045,WH03,,100,100,2021-09-02
I002688,P00059,wh-01,99999,10,100,2021-07-22
I002689,P00041,,99999,100,500,2021-04-14
I002690,P00085,,-100,100,300,2022-07-14
I002691,P00008,WH03,,10,300,2022-08-26
I002692,P00180,WH01,0,,100,2021-08-16
I002693,P00096,WH02,-100,10,,2024-11-12
I002694,P00128,,1000,100,300,2022-03-16
I002695,P00216,,50,0,100,2024-01-08
I002696,P00204,wh-01,0,,300,2022-08-06
I002697,P00076,WH01,0,100,100,2021-01-09
I002698,P00052,wh-01,99999,10,100,2023-03-11
I002699,P00256,WH02,,0,500,2021-12-20
I002700,P00239,wh-01,-100,,,2024-01-31
I002701,P00099,WH02,99999,0,300,2023-10-09
I002702,P00049,WH02,0,0,500,2023-08-29
I002703,P00133,WH02,,0,500,2021-08-26
I002704,P00095,WH01,99999,100,100,2023-08-17
I002705,P00062,,50,10,,2024-02-03
I002706,P00210,WH01,200,100,300,2023-01-03
I002707,P00188,,,0,,2024-12-15
I002708,P00286,WH03,-100,0,,2023-05-05
I002709,P00064,wh-01,200,100,300,2022-08-23
I002710,P00045,,0,10,500,2023-04-21
I002711,P00132,WH02,1000,100,300,2021-07-01
I002712,P00286,WH02,50,100,300,2023-01-15
I002713,P00104,wh-01,0,10,100,2021-11-27
I002714,P00177,wh-01,99999,10,,2023-11-30
I002715,P00221,WH02,0,10,500,2023-04-09
I002716,P00006,WH02,-100,100,,2023-12-09
I002717,P00184,WH02,1000,0,300,2021-06-06
I002718,P00045,WH02,200,100,100,2023-08-30
I002719,P00068,WH01,50,10,100,2023-03-31
I002720,P00102,,,0,300,2024-11-04
I002721,P00097,,0,0,100,2023-06-23
I002722,P00261,,99999,10,,2022-11-24
I002723,P00106,WH01,1000,100,100,2024-04-25
I002724,P00199,,-100,100,,2024-05-13
I002725,P00034,WH01,-100,,100,2021-12-05
I002726,P00150,WH02,200,10,,2024-05-03
I002727,P00215,WH03,50,,300,2022-09-05
I002728,P00070,,99999,,500,2022-01-16
I002729,P00294,,50,100,100,2021-04-13
I002730,P00003,WH01,99999,0,300,2024-08-03
I002731,P00137,WH02,,,500,2022-04-17
I002732,P00039,WH02,200,,300,2022-12-23
I002733,P00115,WH01,1000,10,,2023-05-09
I002734,P00283,WH03,0,100,100,2023-09-08
I002735,P00147,WH01,50,,500,2023-07-14
I002736,P00104,,-100,100,100,2022-10-22
I002737,P00202,WH01,1000,0,,2024-10-28
I002738,P00232,,99999,100,,2022-06-22
I002739,P00292,WH01,1000,,100,2023-03-13
I002740,P00087,,-100,100,100,2023-04-11
I002741,P00279,wh-01,1000,100,300,2024-04-12
I002742,P00037,WH02,99999,10,300,2023-12-05
I002743,P00225,WH01,0,100,300,2021-10-05
I002744,P00195,WH02,-100,,300,2023-01-27
I002745,P00083,WH03,-100,,,2023-07-07
I002746,P00272,wh-01,99999,0,100,2023-03-20
I002747,P00184,WH03,-100,10,100,2021-01-20
I002748,P00179,,1000,100,500,2022-10-01
I002749,P00216,,-100,100,100,2022-11-04
I002750,P00046,WH01,200,10,100,2022-11-13
I002751,P00006,WH03,99999,,100,2023-09-23
I002752,P00172,,,100,,2021-08-07
I002753,P00268,wh-01,99999,,500,2021-11-15
I002754,P00150,,-100,10,,2022-09-08
I002755,P00117,WH03,0,10,100,2023-12-03
I002756,P00126,,0,,500,2023-03-13
I002757,P00280,WH03,99999,10,300,2023-12-29
I002758,P00197,WH03,0,,300,2024-09-06
I002759,P00168,WH01,,0,100,2024-12-26
I002760,P00205,,50,10,300,2023-09-10
I002761,P00135,WH02,1000,100,100,2021-04-24
I002762,P00017,WH01,-100,100,,2022-03-24
I002763,P00241,WH03,,100,100,2022-03-11
I002764,P00138,wh-01,200,100,,2023-10-14
I002765,P00283,WH03,1000,100,300,2021-04-24
I002766,P00128,WH03,1000,,300,2022-06-19
I002767,P00256,WH02,50,10,,2022-06-30
I002768,P00222,WH02,1000,100,300,2022-06-06
I002769,P00065,WH02,200,10,100,2023-08-20
I002770,P00087,,99999,10,300,2023-12-16
I002771,P00149,WH01,50,100,300,2021-07-02
I002772,P00238,WH03,99999,,100,2021-12-28
I002773,P00233,WH01,50,0,,2023-02-11
I002774,P00144,WH03,200,0,,2024-05-03
I002775,P00186,wh-01,50,100,100,2021-07-13
I002776,P00219,wh-01,50,100,,2022-08-16
I002777,P00170,WH01,-100,,,2023-11-11
I002778,P00216,WH02,99999,10,300,2024-05-21
I002779,P00150,wh-01,99999,10,,2022-09-03
I002780,P00129,wh-01,-100,0,,2021-07-11
I002781,P00136,WH03,50,,300,2023-05-30
I002782,P00168,WH02,-100,,300,2023-09-25
I002783,P00092,wh-01,0,0,100,2021-04-17
I002784,P00297,WH03,,,100,2024-08-25
I002785,P00131,wh-01,1000,10,500,2023-12-25
I002786,P00041,WH03,99999,0,,2024-06-27
I002787,P00141,WH01,1000,10,300,2022-08-17
I002788,P00193,wh-01,0,,300,2024-11-22
I002789,P00031,WH03,0,10,300,2022-08-07
I002790,P00258,WH01,200,0,100,2021-09-28
I002791,P00074,WH01,,,100,2023-04-02
I002792,P00212,WH03,200,100,500,2023-12-17
I002793,P00116,WH02,,10,100,2023-07-11
I002794,P00289,WH03,,100,500,2024-11-01
I002795,P00015,wh-01,,,100,2023-08-19
I002796,P00132,WH03,99999,100,500,2022-01-18
I002797,P00074,WH01,99999,10,100,2021-11-03
I002798,P00222,wh-01,-100,,300,2023-06-24
I002799,P00273,WH01,-100,,,2021-03-03
I002800,P00019,wh-01,0,100,500,2023-03-22
I002801,P00267,wh-01,99999,0,300,2024-12-08
I002802,P00299,wh-01,0,10,300,2023-05-05
I002803,P00030,wh-01,200,,500,2021-07-14
I002804,P00276,WH01,0,10,100,2021-08-03
I002805,P00148,,50,10,300,2021-08-18
I002806,P00107,,0,,500,2022-03-02
I002807,P00101,,0,,100,2024-09-16
I002808,P00169,WH01,50,0,300,2022-04-11
I002809,P00247,wh-01,200,0,300,2021-03-26
I002810,P00105,WH01,-100,,100,2023-04-17
I002811,P00057,WH01,1000,,300,2022-03-22
I002812,P00113,WH03,200,0,100,2021-10-13
I002813,P00010,,1000,100,100,2024-05-31
I002814,P00280,WH02,200,10,500,2021-05-27
I002815,P00005,WH02,0,,,2021-05-24
I002816,P00284,WH01,99999,,500,2023-10-05
I002817,P00163,WH01,,,500,2021-12-21
I002818,P00094,,99999,,500,2022-08-28
I002819,P00201,WH02,0,,500,2023-02-28
I002820,P00094,wh-01,99999,10,300,2022-09-12
I002821,P00037,WH01,99999,,500,2022-06-21
I002822,P00192,,,10,500,2024-07-21
I002823,P00143,WH01,1000,100,500,2021-11-20
I002824,P00109,,99999,100,100,2022-12-17
I002825,P00012,WH03,50,,500,2022-07-17
I002826,P00277,wh-01,99999,10,100,2021-12-11
I002827,P00128,,200,,,2024-04-23
I002828,P00128,WH03,,,,2022-02-21
I002829,P00231,WH02,99999,10,100,2021-11-14
I002830,P00176,WH01,50,0,100,2023-10-13
I002831,P00073,wh-01,-100,10,300,2024-11-27
I002832,P00138,,1000,10,500,2023-09-04
I002833,P00137,wh-01,50,0,300,2021-12-21
I002834,P00211,,,0,,2021-12-02
I002835,P00114,,200,100,,2024-03-15
I002836,P00291,WH02,0,,100,2024-04-07
I002837,P00245,WH01,50,100,300,2024-05-01
I002838,P00277,,,,300,2024-08-23
I002839,P00062,wh-01,,0,300,2024-08-22
I002840,P00156,WH02,50,10,300,2023-01-11
I002841,P00181,wh-01,99999,0,500,2022-09-20
I002842,P00057,WH03,99999,0,,2021-07-14
I002843,P00087,WH03,50,,,2024-01-02
I002844,P00076,WH03,99999,,300,2022-02-03
I002845,P00238,WH01,50,0,,2023-02-19
I002846,P00243,,,0,100,2023-12-06
I002847,P00136,,50,100,500,2022-12-25
I002848,P00292,WH01,200,100,100,2024-01-17
I002849,P00235,,99999,0,500,2022-02-14
I002850,P00034,WH01,1000,0,,2021-04-02
I002851,P00049,wh-01,,,,2022-09-24
I002852,P00238,wh-01,1000,,500,2022-12-01
I002853,P00215,wh-01,50,10,300,2024-05-17
